order_id,order_date,customer_id,customer_email,product_name,category,quantity,unit_price,revenue,store_name,shipping_city,shipping_state,shipping_zip
ORD-938900,2026-05-17,CUST01830,cust1024@example.com,CHARCOAL GRILL,Patio Heaters,3,199.0,597.0,MidwestHome,Miami,NY,65249
ORD-855562,2026-05-17,CUST01415,cust98@example.com,FIRE PIT,Grills & BBQ,1,179.0,179.0,NorthernYards,Seattle,NC,84427
ORD-953350,2026-05-17,CUST00740,cust1525@example.com,led string lights,Garden Tools,3,24.99,74.97,MidwestHome,Miami,TX,68963
ORD-949363,2026-05-17,CUST01241,cust1777@example.com,led string lights,Grills & BBQ,1,24.99,24.99,MidwestHome,Miami,TX,56018
ORD-781433,2026-05-17,CUST00999,cust666@example.com,Outdoor Rug 5x7,Patio Heaters,5,119.0,595.0,WestPatio,Austin,WA,56544
ORD-499581,2026-05-17,CUST00691,cust1312@example.com,PATIO HEATER,Lighting,2,249.0,498.0,MidwestHome,Miami,NY,31964
ORD-524434,2026-05-17,CUST01455,cust649@example.com,Adirondack Chair,Garden Tools,1,149.5,149.5,MidwestHome,Boston,FL,51088
ORD-514664,2026-05-17,CUST00848,cust1067@example.com,led string lights,Grills & BBQ,3,24.99,74.97,SouthernShed,Austin,IL,86928
ORD-231113,2026-05-17,CUST00211,cust432@example.com,Garden Hose 50 ft,Outdoor Furniture,1,29.99,29.99,NorthernYards,Atlanta,AZ,20494
ORD-675074,2026-05-17,CUST00319,cust213@example.com,Patio Umbrella,Outdoor Furniture,3,89.99,269.97,WestPatio,Denver,NC,20911
ORD-340497,2026-05-17,CUST00350,cust269@example.com,Garden Hose 50 ft,Outdoor Furniture,1,29.99,29.99,NorthernYards,Boston,MA,26569
ORD-474175,2026-05-17,CUST01986,cust1124@example.com,FIRE PIT,Patio Heaters,2,179.0,358.0,MidwestHome,Seattle,NC,45705
ORD-719531,2026-05-17,CUST01310,cust891@example.com,PATIO HEATER,Home Decor,2,249.0,498.0,EastsideOutfitters,Denver,MA,83922
ORD-605048,2026-05-17,CUST00319,cust750@example.com,Outdoor Rug 5x7,Garden Tools,3,119.0,357.0,NorthernYards,Austin,GA,50352
ORD-648736,2026-05-17,CUST01940,cust1409@example.com,CHARCOAL GRILL,Lighting,1,199.0,199.0,EastsideOutfitters,Austin,NC,11090
ORD-903072,2026-05-17,CUST01807,cust766@example.com,ceramic planter,Home Decor,2,34.5,69.0,WestPatio,Atlanta,CA,81855
ORD-362035,2026-05-17,CUST00865,cust452@example.com,charcoal grill ,Patio Heaters,3,199.0,597.0,SouthernShed,Miami,CO,59592
ORD-901676,2026-05-17,CUST00551,cust1522@example.com,patio-heater,Lighting,2,249.0,498.0,SouthernShed,Austin,WA,94994
ORD-291267,2026-05-17,CUST01276,cust928@example.com,CHARCOAL GRILL,Lighting,1,199.0,199.0,SouthernShed,Denver,GA,90967
ORD-120337,2026-05-17,CUST00552,cust1992@example.com,Charcoal Grill,Grills & BBQ,5,199.0,995.0,WestPatio,Boston,CA,34371
ORD-108602,2026-05-17,CUST01610,cust701@example.com,Garden Hose 50ft,Lighting,1,29.99,29.99,EastsideOutfitters,Atlanta,GA,38467
ORD-830789,2026-05-17,CUST00147,cust546@example.com, Patio  Umbrella ,Home Decor,1,89.99,89.99,WestPatio,Seattle,NY,17345
ORD-301528,2026-05-17,CUST00908,cust789@example.com,led string lights,Grills & BBQ,3,24.99,74.97,NorthernYards,Seattle,TX,42631
ORD-583220,2026-05-17,CUST00640,cust797@example.com,Adirondack-Chair,Garden Tools,2,149.5,299.0,SouthernShed,Boston,FL,71974
ORD-863611,2026-05-17,CUST00107,cust407@example.com,Patio Umbrella,Patio Heaters,1,89.99,89.99,SouthernShed,Austin,MA,49166
ORD-347428,2026-05-17,CUST00498,cust246@example.com,ceramic planter,Outdoor Furniture,1,34.5,34.5,NorthernYards,Miami,WA,86637
ORD-921533,2026-05-17,CUST01405,cust323@example.com,Pruning Shears,Home Decor,1,18.75,18.75,EastsideOutfitters,Boston,TX,42600
ORD-162969,2026-05-17,CUST01000,cust1621@example.com, Patio  Umbrella ,Grills & BBQ,2,89.99,179.98,EastsideOutfitters,Miami,AZ,80300
ORD-926867,2026-05-17,CUST00514,cust734@example.com,FIRE PIT,Outdoor Furniture,3,179.0,537.0,WestPatio,Boston,CA,59514
ORD-558752,2026-05-17,CUST00713,cust1161@example.com,outdoor rug 5x7,Garden Tools,2,119.0,238.0,WestPatio,Denver,GA,34874
ORD-971733,2026-05-17,CUST00540,cust921@example.com,patio-heater,Home Decor,1,249.0,249.0,EastsideOutfitters,Atlanta,NC,30319
ORD-100754,2026-05-17,CUST01271,cust1755@example.com,outdoor rug 5x7,Grills & BBQ,3,119.0,357.0,EastsideOutfitters,Boston,CA,91229
ORD-166418,2026-05-17,CUST01256,cust1569@example.com,outdoor rug 5x7,Garden Tools,1,119.0,119.0,EastsideOutfitters,Atlanta,MA,75214
ORD-772036,2026-05-17,CUST00266,cust90@example.com,Fire Pit,Grills & BBQ,1,179.0,179.0,NorthernYards,Seattle,MA,18739
ORD-212255,2026-05-17,CUST01004,cust1713@example.com,Pruning Shears,Home Decor,1,18.75,18.75,MidwestHome,Boston,OR,94115
ORD-718975,2026-05-17,CUST00428,cust27@example.com,LED String Lights,Patio Heaters,1,24.99,24.99,WestPatio,Austin,OR,19289
ORD-590795,2026-05-17,CUST01687,cust1627@example.com, Patio  Umbrella ,Home Decor,2,89.99,179.98,EastsideOutfitters,Miami,CO,58374
ORD-142627,2026-05-17,CUST00474,cust199@example.com,adirondack chair,Home Decor,1,149.5,149.5,WestPatio,Seattle,FL,78089
ORD-302500,2026-05-17,CUST00851,cust1144@example.com,Outdoor Rug 5 x 7,Patio Heaters,1,119.0,119.0,NorthernYards,Boston,MA,33448
ORD-704570,2026-05-17,CUST01623,cust1809@example.com,fire-pit,Grills & BBQ,2,179.0,358.0,MidwestHome,Atlanta,MA,65977
ORD-629208,2026-05-17,CUST00646,cust1912@example.com,fire-pit,Home Decor,1,179.0,179.0,EastsideOutfitters,Denver,OR,68066
ORD-532373,2026-05-17,CUST01569,cust1118@example.com,Ceramic  Planter,Home Decor,1,34.5,34.5,EastsideOutfitters,Denver,FL,83812
ORD-574379,2026-05-17,CUST01824,cust1221@example.com,pruning shears,Garden Tools,0,18.75,18.75,NorthernYards,Denver,CA,47287
ORD-332665,2026-05-17,CUST01140,cust1883@example.com,garden hose 50ft,Home Decor,1,29.99,29.99,MidwestHome,Seattle,AZ,46170
ORD-198867,2026-05-17,CUST00512,cust752@example.com,PATIO UMBRELLA,Grills & BBQ,1,89.99,89.99,EastsideOutfitters,Denver,NY,44732
ORD-196369,2026-05-17,CUST00989,cust1482@example.com,PATIO HEATER,Grills & BBQ,2,249.0,498.0,WestPatio,Boston,FL,20118
ORD-836989,2026-05-17,CUST00782,cust1497@example.com,Patio Heater,Outdoor Furniture,2,249.0,498.0,NorthernYards,Denver,WA,14898
ORD-464831,2026-05-17,CUST01234,cust1532@example.com,ceramic planter,Outdoor Furniture,5,34.5,172.5,WestPatio,Austin,TX,39716
ORD-419588,2026-05-17,CUST00453,cust670@example.com,Outdoor Rug 5x7,Grills & BBQ,1,119.0,119.0,NorthernYards,Boston,OR,29605
ORD-867115,2026-05-17,CUST00594,cust185@example.com,ceramic planter,Lighting,3,34.5,103.5,SouthernShed,Seattle,OR,76155
ORD-452497,2026-05-17,CUST00817,cust818@example.com,adirondack chair,Home Decor,2,149.5,299.0,WestPatio,Boston,CA,81847
ORD-236708,2026-05-17,CUST01150,cust1336@example.com,CHARCOAL GRILL,Home Decor,2,199.0,398.0,MidwestHome,Seattle,GA,61815
ORD-354085,2026-05-17,CUST00231,cust1893@example.com,adirondack chair,Patio Heaters,3,149.5,448.5,WestPatio,Atlanta,IL,99749
ORD-483010,2026-05-17,CUST00347,cust50@example.com,Fire Pit,Garden Tools,1,179.0,179.0,MidwestHome,Atlanta,OR,95905
ORD-753453,2026-05-17,CUST01552,cust1404@example.com,CHARCOAL GRILL,Patio Heaters,1,199.0,199.0,NorthernYards,Austin,FL,36173
ORD-875507,2026-05-17,CUST01648,cust29@example.com,patio umbrella,Outdoor Furniture,5,89.99,449.95,EastsideOutfitters,Atlanta,NY,47707
ORD-594078,2026-05-17,CUST01537,cust418@example.com, Patio  Umbrella ,Garden Tools,1,89.99,89.99,MidwestHome,Atlanta,NC,37770
ORD-753306,2026-05-17,CUST01079,cust1194@example.com,charcoal grill ,Outdoor Furniture,2,199.0,398.0,EastsideOutfitters,Seattle,CA,59362
ORD-163029,2026-05-17,CUST01936,cust109@example.com,LED String Lights,Outdoor Furniture,3,24.99,74.97,NorthernYards,Atlanta,OR,45557
ORD-792451,2026-05-17,CUST00600,cust1771@example.com,LED-String-Lights,Patio Heaters,4,24.99,99.96,WestPatio,Seattle,MA,57214
ORD-499194,2026-05-17,CUST00181,cust1776@example.com,Outdoor Rug 5 x 7,Grills & BBQ,1,119.0,119.0,SouthernShed,Miami,IL,73525
ORD-580233,2026-05-17,CUST00806,cust625@example.com,Outdoor Rug 5 x 7,Patio Heaters,1,119.0,119.0,SouthernShed,Austin,FL,79391
ORD-463625,2026-05-17,CUST01282,cust565@example.com,FIRE PIT,Garden Tools,2,179.0,358.0,WestPatio,Austin,FL,75700
ORD-681896,2026-05-17,CUST00783,cust282@example.com,LED String Lights,Home Decor,1,24.99,24.99,MidwestHome,Boston,CO,96105
ORD-819871,2026-05-17,CUST01240,cust1988@example.com,garden hose 50ft,Garden Tools,1,29.99,29.99,WestPatio,Miami,NY,65897
ORD-238173,2026-05-17,CUST00283,cust1639@example.com,Garden Hose 50 ft,Garden Tools,1,29.99,29.99,MidwestHome,Seattle,NC,99659
ORD-550955,2026-05-17,CUST01943,cust139@example.com,charcoal grill ,Patio Heaters,5,199.0,995.0,NorthernYards,Seattle,NY,51614
ORD-433025,2026-05-17,CUST00908,cust1969@example.com,charcoal grill ,Patio Heaters,1,199.0,199.0,EastsideOutfitters,Seattle,IL,64269
ORD-916953,2026-05-17,CUST01162,cust1264@example.com,Garden Hose 50ft,Home Decor,1,29.99,29.99,SouthernShed,Miami,CA,90213
ORD-343461,2026-05-17,CUST01239,cust275@example.com,Garden Hose 50 ft,Lighting,1,29.99,29.99,EastsideOutfitters,Seattle,TX,72469
ORD-993522,2026-05-17,CUST00031,cust464@example.com,ceramic planter,Garden Tools,2,34.5,69.0,WestPatio,Seattle,California,35330
ORD-878427,2026-05-17,CUST01776,cust1004@example.com,Garden Hose 50ft,Lighting,1,29.99,29.99,SouthernShed,Atlanta,GA,90879
ORD-524533,2026-05-17,CUST01217,cust1924@example.com,PATIO UMBRELLA,Home Decor,3,89.99,269.97,MidwestHome,Boston,CO,90151
ORD-838315,2026-05-17,CUST01506,cust1063@example.com,Patio Umbrella,Outdoor Furniture,2,89.99,179.98,MidwestHome,Atlanta,CA,42207
ORD-641198,2026-05-17,CUST00945,cust1585@example.com,patio umbrella,Grills & BBQ,1,89.99,89.99,WestPatio,Denver,CO,49918
ORD-742917,2026-05-17,CUST00232,cust186@example.com,patio umbrella,Grills & BBQ,2,89.99,179.98,MidwestHome,Boston,MA,69204
ORD-672949,2026-05-17,CUST01837,cust367@example.com,CHARCOAL GRILL,Patio Heaters,2,199.0,398.0,SouthernShed,Atlanta,GA,13265
ORD-194560,2026-05-17,CUST00187,cust1472@example.com,led string lights,Outdoor Furniture,2,24.99,49.98,WestPatio,Boston,AZ,31495
ORD-480573,2026-05-17,CUST00776,cust1254@example.com,Adirondack-Chair,Home Decor,3,149.5,448.5,WestPatio,Austin,AZ,77065
ORD-905579,2026-05-17,CUST00367,cust333@example.com,CHARCOAL GRILL,Patio Heaters,2,199.0,398.0,NorthernYards,Atlanta,MA,29672
ORD-423026,2026-05-17,CUST01841,cust1283@example.com,LED-String-Lights,Grills & BBQ,3,24.99,74.97,SouthernShed,Austin,GA,47851
,2026-05-17,CUST00488,cust1654@example.com,LED String Lights,Grills & BBQ,2,24.99,49.98,MidwestHome,Boston,GA,81237
ORD-598820,2026-05-17,CUST01121,cust14@example.com,pruning shears,Garden Tools,2,18.75,37.5,MidwestHome,Boston,OR,88656
,2026-05-17,CUST01367,cust715@example.com,Garden Hose 50ft,Home Decor,1,29.99,29.99,MidwestHome,Denver,CA,95626
ORD-447195,2026-05-17,CUST01354,cust1377@example.com,Adirondack Chair,Patio Heaters,1,149.5,149.5,MidwestHome,Miami,NY,31146
ORD-925551,2026-05-17,CUST00191,cust738@example.com,Outdoor Rug 5x7,Garden Tools,5,119.0,595.0,EastsideOutfitters,Denver,AZ,85886
ORD-497346,2026-05-17,CUST01423,cust965@example.com,adirondack chair,Garden Tools,3,149.5,448.5,EastsideOutfitters,Miami,TX,48382
ORD-533856,2026-05-17,CUST01289,cust224@example.com,Outdoor Rug 5x7,Home Decor,2,119.0,238.0,NorthernYards,Atlanta,OR,17626
ORD-859246,2026-05-17,CUST01277,cust532@example.com,patio-heater,Garden Tools,1,249.0,249.0,SouthernShed,Miami,OR,51482
ORD-689964,2026-05-17,CUST00397,cust477@example.com,pruning shears,Outdoor Furniture,2,18.75,37.5,NorthernYards,Austin,NY,89876
ORD-587467,2026-05-17,CUST00435,cust848@example.com,Adirondack-Chair,Outdoor Furniture,3,149.5,585.76,SouthernShed,Boston,OR,64346
ORD-395307,2026-05-17,CUST00234,cust664@example.com,LED String Lights,Patio Heaters,1,24.99,24.99,EastsideOutfitters,Denver,NC,82088
ORD-515287,2026-05-17,CUST01889,cust677@example.com,patio-heater,Patio Heaters,5,249.0,1245.0,WestPatio,Atlanta,NY,35430
ORD-935981,2026-05-17,CUST01835,cust1827@example.com,patio umbrella,Garden Tools,2,89.99,179.98,WestPatio,Atlanta,MA,70374
ORD-878656,2026-05-17,CUST00427,cust1138@example.com, Patio  Umbrella ,Home Decor,2,89.99,179.98,EastsideOutfitters,Denver,MA,51353
ORD-169429,2026-05-17,CUST00340,cust1284@example.com,CHARCOAL GRILL,Home Decor,3,199.0,597.0,MidwestHome,Atlanta,IL,59183
ORD-296481,,CUST01018,cust1454@example.com,Patio Heater,Grills & BBQ,4,249.0,996.0,EastsideOutfitters,Atlanta,WA,51222
ORD-969749,2026-05-17,CUST01593,cust767@example.com,LED String Lights,Grills & BBQ,2,24.99,49.98,NorthernYards,Atlanta,NY,24710
ORD-630573,2026-05-17,CUST01501,cust697@example.com,PATIO UMBRELLA,Home Decor,4,89.99,359.96,EastsideOutfitters,Denver,NY,34931
ORD-250255,,CUST01772,cust1484@example.com,Adirondack-Chair,Home Decor,2,149.5,299.0,NorthernYards,Austin,NY,36894
ORD-426087,2026-05-17,CUST01527,cust1067@example.com,Patio Umbrella,Garden Tools,1,89.99,89.99,NorthernYards,Miami,CA,23513
ORD-895338,2026-05-17,CUST01091,cust395@example.com,LED-String-Lights,Garden Tools,4,24.99,99.96,WestPatio,Boston,IL,36287
ORD-223365,2026-05-17,CUST01053,cust1963@example.com,LED String Lights,Outdoor Furniture,1,24.99,24.99,SouthernShed,Miami,TX,11999
ORD-467335,2026-05-17,CUST00146,cust1176@example.com,outdoor rug 5x7,Garden Tools,1,119.0,119.0,MidwestHome,Denver,AZ,47128
ORD-666836,2026-05-17,CUST00111,cust104@example.com,Pruning Shears,Outdoor Furniture,1,18.75,18.75,WestPatio,Atlanta,GA,98538
ORD-287677,2026-05-17,CUST00681,cust1263@example.com,patio-heater,Grills & BBQ,2,249.0,498.0,MidwestHome,Austin,AZ,68436
ORD-892453,2026-05-17,CUST01402,cust200@example.com,Pruning Shears,Patio Heaters,1,18.75,18.75,WestPatio,Atlanta,AZ,71377
ORD-342948,2026-05-17,CUST00376,cust1870@example.com,Garden Hose 50ft,Patio Heaters,4,29.99,119.96,EastsideOutfitters,Denver,OR,43823
ORD-575301,2026-05-17,CUST00350,cust981@example.com,Pruning Shears,Garden Tools,1,18.75,18.75,EastsideOutfitters,Miami,TX,56064
ORD-702593,2026-05-17,CUST00146,cust668@example.com,charcoal grill ,Garden Tools,1,199.0,199.0,MidwestHome,Atlanta,AZ,24022
ORD-520286,2026-05-17,CUST00787,cust326@example.com,PATIO HEATER,Outdoor Furniture,1,249.0,249.0,EastsideOutfitters,Seattle,FL,81820
ORD-953452,2026-05-17,CUST01422,cust1613@example.com,PATIO HEATER,Grills & BBQ,3,249.0,747.0,SouthernShed,Boston,CO,84345
ORD-802131,2026-05-17,CUST00949,cust235@example.com,Adirondack-Chair,Garden Tools,5,149.5,747.5,MidwestHome,Austin,OR,73783
ORD-961953,2026-05-17,CUST01668,cust1226@example.com,Pruning Shears,Home Decor,1,18.75,18.75,WestPatio,Denver,CO,19123
ORD-618306,2026-05-17,CUST01659,cust1850@example.com,Patio Umbrella,Outdoor Furniture,1,89.99,89.99,SouthernShed,Boston,NY,86122
ORD-256464,2026-05-17,CUST01797,cust401@example.com,pruning shears,Garden Tools,1,18.75,18.75,EastsideOutfitters,Miami,OR,68610
ORD-932932,2026-05-17,CUST00828,cust1194@example.com,,Grills & BBQ,3,24.99,74.97,EastsideOutfitters,Austin,IL,21703
ORD-487158,2026-05-17,CUST01773,cust225@example.com,Outdoor Rug 5x7,Outdoor Furniture,1,119.0,119.0,SouthernShed,Atlanta,NC,57086
ORD-836333,2026-05-17,CUST01117,cust832@example.com,PATIO HEATER,Grills & BBQ,2,249.0,498.0,SouthernShed,Atlanta,AZ,60173
ORD-245824,2026-05-17,CUST01788,cust316@example.com,Garden Hose 50 ft,Patio Heaters,1,29.99,29.99,SouthernShed,Seattle,IL,64687
ORD-112166,2026-05-17,CUST00279,cust1348@example.com,Adirondack-Chair,Outdoor Furniture,1,149.5,149.5,SouthernShed,Boston,AZ,73792
ORD-945091,2026-05-17,CUST00369,cust1906@example.com,ceramic planter,Lighting,4,34.5,138.0,MidwestHome,Atlanta,AZ,89223
ORD-678866,2099-13-45,CUST01497,cust1239@example.com,pruning shears,Grills & BBQ,1,18.75,18.75,MidwestHome,Denver,NY,65675
ORD-530794,2026-05-17,CUST00232,cust990@example.com,Outdoor Rug 5 x 7,Home Decor,1,119.0,119.0,WestPatio,Boston,CA,84468
,2026-05-17,CUST00182,cust1059@example.com,charcoal grill ,Grills & BBQ,3,199.0,597.0,WestPatio,Boston,WA,70940
ORD-877714,2026-05-17,CUST00961,cust1256@example.com,Adirondack-Chair,Lighting,2,149.5,382.28,MidwestHome,Atlanta,OR,50959
,2026-05-17,CUST01535,cust344@example.com,FIRE PIT,Garden Tools,1,179.0,179.0,MidwestHome,Denver,WA,47907
ORD-164401,2026-05-17,CUST00056,cust1657@example.com,Pruning Shears,Garden Tools,2,18.75,37.5,WestPatio,Austin,MA,48240
ORD-232981,2026-05-17,CUST00564,cust272@example.com,Outdoor Rug 5x7,Garden Tools,4,119.0,476.0,NorthernYards,Boston,WA,43036
ORD-216968,2026-05-17,CUST01655,cust1350@example.com,Patio Heater,Grills & BBQ,4,249.0,996.0,EastsideOutfitters,Boston,AZ,29809
ORD-347669,2026-05-17,CUST01220,cust173@example.com,Pruning Shears,Grills & BBQ,3,18.75,56.25,WestPatio,Atlanta,CA,54937
ORD-907789,2026-05-17,CUST01504,cust343@example.com,Ceramic Planter,Garden Tools,2,34.5,69.0,NorthernYards,Boston,AZ,93568
ORD-377238,2026-05-17,CUST01943,cust618@example.com,Adirondack Chair,Home Decor,1,149.5,149.5,SouthernShed,Atlanta,CO,72420
ORD-816712,2026-05-17,CUST01633,cust25@example.com,ceramic planter,Lighting,1,34.5,34.5,WestPatio,Boston,NC,66981
ORD-431023,2026-05-17,CUST01730,cust1306@example.com,Outdoor Rug 5 x 7,Lighting,5,119.0,595.0,MidwestHome,Boston,TX,79637
ORD-385831,2026-05-17,CUST00945,cust1341@example.com,FIRE PIT,Patio Heaters,1,179.0,179.0,SouthernShed,Boston,TX,43468
ORD-804527,2026-05-17,CUST01378,cust642@example.com,Patio Heater,Outdoor Furniture,2,249.0,498.0,NorthernYards,Austin,MA,33582
ORD-531225,2026-05-17,CUST00516,cust450@example.com,Adirondack-Chair,Grills & BBQ,1,149.5,149.5,NorthernYards,Austin,GA,56073
ORD-749485,2026-05-17,CUST00250,cust1947@example.com,Adirondack Chair,Patio Heaters,5,149.5,747.5,NorthernYards,Austin,MA,38419
ORD-998043,2026-05-17,CUST01836,cust1645@example.com,Patio Heater,Outdoor Furniture,1,249.0,249.0,SouthernShed,Denver,MA,84195
ORD-408877,2026-05-17,CUST01577,cust1418@example.com,Pruning Shears,Garden Tools,2,18.75,37.5,EastsideOutfitters,Seattle,WA,65965
ORD-918656,2026-05-17,CUST00529,cust682@example.com,adirondack chair,Garden Tools,3,149.5,448.5,SouthernShed,Atlanta,CO,60933
ORD-172769,2026-05-17,CUST01108,cust1008@example.com,Pruning Shears,Lighting,2,18.75,37.5,SouthernShed,Miami,NY,94604
ORD-774588,2026-05-17,CUST01592,cust150@example.com,adirondack chair,Lighting,3,149.5,448.5,NorthernYards,Atlanta,TX,ABC12
ORD-256085,2026-05-17,CUST00802,cust1434@example.com,Patio Umbrella,Home Decor,2,89.99,179.98,NorthernYards,Miami,WA,29871
ORD-841978,2026-05-17,CUST00788,cust1107@example.com,pruning shears,Patio Heaters,2,18.75,37.5,WestPatio,Austin,AZ,19188
ORD-694798,2026-05-17,CUST01964,cust114@example.com,outdoor rug 5x7,Patio Heaters,1,119.0,119.0,NorthernYards,Denver,WA,62509
ORD-660596,2026-05-17,CUST00081,cust416@example.com,Fire Pit,Lighting,3,179.0,537.0,SouthernShed,Denver,WA,94907
ORD-829685,2026-05-17,CUST00897,cust174@example.com,Ceramic Planter,Patio Heaters,2,34.5,69.0,SouthernShed,Seattle,IL,73766
ORD-137432,2026-05-17,CUST01624,cust1002@example.com,Garden Hose 50ft,Home Decor,3,29.99,89.97,EastsideOutfitters,Atlanta,OR,41258
ORD-659876,2026-05-17,CUST00831,cust1614@example.com,Pruning Shears,Outdoor Furniture,1,18.75,18.75,SouthernShed,Boston,CA,54265
ORD-799731,2026-05-17,CUST01895,cust1518@example.com,outdoor rug 5x7,Outdoor Furniture,5,119.0,595.0,NorthernYards,Boston,NC,29523
ORD-248468,2026-05-17,CUST00268,cust498@example.com,Pruning Shears,Outdoor Furniture,2,18.75,37.5,SouthernShed,Boston,OR,16003
ORD-152384,2026-05-17,CUST00218,cust131@example.com,LED String Lights,Outdoor Furniture,2,24.99,49.98,WestPatio,Miami,NY,87469
ORD-937995,2026-05-17,CUST01512,cust691@example.com,Patio Heater,Patio Heaters,1,249.0,249.0,WestPatio,Denver,FL,65864
ORD-226670,2026-05-17,CUST00130,cust1215@example.com,patio-heater,Outdoor Furniture,1,249.0,249.0,EastsideOutfitters,Seattle,FL,15975
ORD-894348,2026-05-17,CUST01192,cust899@example.com,Ceramic Planter,Outdoor Furniture,2,34.5,69.0,SouthernShed,Austin,NC,31627
ORD-929478,2026-05-17,CUST01448,cust166@example.com,PATIO HEATER,Patio Heaters,-1,249.0,747.0,MidwestHome,Denver,CA,73827
ORD-536440,2026-05-17,CUST00490,cust1072@example.com,Pruning Shears,Grills & BBQ,1,18.75,18.75,MidwestHome,Boston,MA,45513
ORD-139448,2026-05-17,CUST00617,cust1285@example.com,Patio Heater,Garden Tools,3,249.0,747.0,WestPatio,Austin,OR,21537
ORD-684801,2026-05-17,CUST01559,cust1268@example.com,Garden Hose 50ft,Home Decor,1,29.99,29.99,MidwestHome,Seattle,NC,22541
ORD-586765,2026-05-17,CUST01867,cust1404@example.com,garden hose 50ft,Lighting,1,29.99,29.99,WestPatio,Seattle,TX,29558
ORD-267520,2026-05-17,CUST01264,cust891@example.com,Patio Umbrella,Lighting,2,89.99,179.98,NorthernYards,Austin,WA,37471
ORD-876383,2026-05-17,CUST01834,cust1055@example.com,patio umbrella,Grills & BBQ,1,89.99,89.99,WestPatio,Miami,CA,73577
ORD-707924,2026-05-17,CUST00668,cust472@example.com,FIRE PIT,Grills & BBQ,1,179.0,179.0,NorthernYards,Seattle,MA,52688
ORD-873584,2026-05-17,CUST00112,cust965@example.com,Ceramic Planter,Lighting,1,34.5,34.5,SouthernShed,Seattle,FL,19637
ORD-739037,2026-05-17,CUST00735,cust1475@example.com,Pruning Shears,Garden Tools,1,18.75,18.75,SouthernShed,Denver,NY,69996
ORD-233391,2026-05-17,CUST01558,cust940@example.com,Patio Umbrella,Garden Tools,1,89.99,89.99,SouthernShed,Denver,TX,71018
ORD-732958,2026-05-17,CUST00471,cust1987@example.com,charcoal grill ,Outdoor Furniture,5,199.0,995.0,WestPatio,Miami,NY,85775
ORD-612977,2026-05-17,CUST01508,cust30@example.com,Garden Hose 50 ft,Grills & BBQ,2,29.99,59.98,SouthernShed,Denver,GA,46591
ORD-555342,2026-05-17,CUST00011,cust1872@example.com,Patio Heater,Lighting,4,249.0,996.0,NorthernYards,Austin,OR,29525
ORD-593515,2026-05-17,CUST01683,cust1659@example.com,Outdoor Rug 5x7,Outdoor Furniture,2,119.0,238.0,WestPatio,Atlanta,CO,72818
ORD-352194,2026-05-17,CUST00735,cust1946@example.com,Adirondack-Chair,Garden Tools,3,149.5,448.5,SouthernShed,Boston,AZ,63296
ORD-195136,2026-05-17,CUST01196,cust1758@example.com,PATIO UMBRELLA,Outdoor Furniture,2,89.99,179.98,WestPatio,Atlanta,NY,70199
ORD-909327,2026-05-17,CUST00003,cust951@example.com,charcoal grill ,Patio Heaters,2,199.0,398.0,NorthernYards,Atlanta,IL,92157
ORD-824304,2026-05-17,CUST01111,cust1430@example.com,fire-pit,Home Decor,1,179.0,179.0,SouthernShed,Boston,CO,45361
ORD-184891,2026-05-17,CUST00746,cust1937@example.com,PATIO HEATER,Outdoor Furniture,3,249.0,747.0,NorthernYards,Atlanta,CA,77467
ORD-483349,2026-05-17,CUST01149,cust1145@example.com,Pruning Shears,Patio Heaters,1,18.75,18.75,SouthernShed,Seattle,NY,94957
ORD-451199,2026-05-17,CUST00430,cust1785@example.com,Garden Hose 50 ft,Patio Heaters,1,29.99,29.99,SouthernShed,Denver,GA,86037
ORD-469844,2026-05-17,CUST00927,cust130@example.com,LED-String-Lights,Lighting,2,24.99,49.98,MidwestHome,Miami,WA,17138
ORD-969856,2026-05-17,CUST01272,cust1843@example.com,adirondack chair,Garden Tools,3,149.5,448.5,NorthernYards,Seattle,MA,79842
ORD-580115,2026-05-17,CUST00224,cust1963@example.com,Adirondack Chair,Grills & BBQ,1,149.5,149.5,EastsideOutfitters,Austin,NY,47797
ORD-830943,2026-05-17,CUST00601,cust1950@example.com,CHARCOAL GRILL,Lighting,1,199.0,199.0,MidwestHome,Seattle,FL,78247
ORD-596925,2026-05-17,CUST00046,cust598@example.com,FIRE PIT,Grills & BBQ,2,179.0,358.0,MidwestHome,Boston,MA,12815
ORD-452192,2026-05-17,CUST01428,cust996@example.com,Ceramic  Planter,Home Decor,1,34.5,34.5,MidwestHome,Atlanta,MA,52769
ORD-580255,2026-05-17,CUST00992,cust1617@example.com,LED-String-Lights,Garden Tools,1,24.99,24.99,EastsideOutfitters,Austin,WA,32509
ORD-255544,2026-05-17,CUST01097,cust1893@example.com,FIRE PIT,Garden Tools,2,179.0,358.0,SouthernShed,Seattle,NY,91085
ORD-980103,2026-05-17,CUST00534,cust1177@example.com,Charcoal Grill,Garden Tools,1,199.0,199.0,SouthernShed,Seattle,CA,51500
ORD-689810,2026-05-17,CUST00333,cust919@example.com, Patio  Umbrella ,Home Decor,5,89.99,449.95,EastsideOutfitters,Austin,NY,58878
ORD-126135,2026-05-17,CUST01999,cust320@example.com,ceramic planter,Home Decor,3,34.5,103.5,EastsideOutfitters,Boston,GA,ABC12
ORD-839719,2026-05-17,CUST01493,cust302@example.com,led string lights,Lighting,4,24.99,99.96,EastsideOutfitters,Boston,OR,97410
